x,y,z,w
-0.058361215695094774,-0.1419132179280313,-0.14142266621717758,0.10373713556674667
-0.13515027153682824,-0.257362183202178,-0.1679294670647508,0.7413266497323576
-0.1902721252391338,-0.4795840974476146,-0.2379301986035857,0.1806136709834996
-0.12468343753925695,-0.8638542094298617,-0.12439312740719274,0.10498756636301212
-0.2924575998658609,-1.3174045358307889,0.0950426225842395,0.2749227751812172
-0.4628543735749791,-1.4825379965808931,0.10128750925259253,-0.12061027806445125
-0.33813832525116416,-1.2108430720938568,-0.07338975861724333,0.4418552807534124
-0.15707856800591646,-0.9101118549814576,-0.15198457702044554,0.5460572944503426
-0.043401827133739024,-0.8747195720630632,-0.11039593665497817,0.16784319061738925
0.021483242904452138,-0.9412788598471172,-0.06405816091436578,0.030751528100203762
0.019810959314391148,-0.9315099767643726,-0.057188004260399564,-0.017775928771411667
-0.04619647659568593,-0.841364967740776,-0.0043259408187622285,0.06266286291427109
-0.15072713501113308,-0.7152088077202694,0.11211165014321067,-0.09408444980984272
-0.2813529572009645,-0.5865343427922203,0.11696271697005615,0.03891538422918429
-0.3727412958728778,-0.4859834762450661,0.060081073683966514,0.04726907858040875
-0.3201095962143624,-0.4235758200756713,0.06021808987164104,0.04378336684038673
-0.13151368236373112,-0.38251516084254256,0.01799014205219148,0.17323139156045025
0.055194031124922674,-0.3045659882819847,-0.041698630290131294,0.06368117651079165
0.12975736116398212,-0.22871057863020985,-0.028864497583713636,0.02175852614528072
0.174161641487641,-0.288452040177846,0.0068776287835107565,0.0030758852536286194
0.2136069925878683,-0.4953993543115154,0.01066907298541521,0.0
0.026007672856417263,-0.7381659177780254,-0.011160571715650491,-0.004141715487037482
-0.2767618736456087,-0.963042983864077,0.003204668429414838,-0.06321974670017999
-0.4641683530745335,-1.1215760663512129,-0.00020669617634939963,-0.02796841245227864
-0.3186790264682701,-1.3179932658054088,0.03804348011947262,-0.2652472461387204
0.08263072128242854,-1.5243962922344834,0.024678440821951603,0.6436191348472762
0.3705593738441737,-1.7236261223232825,-0.05341794452995921,-0.37305608186742695
0.6218048703146496,-1.8452514082386933,0.04669332360014532,-0.631864032796694
1.274291947230784,-2.093699133299905,-0.015003200870148559,0.7895527553912959
2.1132079654808447,-3.5202026700531936,-0.570715757184563,3.0811060754026385
1.9871810204632012,-7.97011107264596,-0.8994251429008633,1.1191845738800992
0.9658018359830706,-15.717673826097114,-0.679706266277605,0.33249304243409383
-1.1086489461706142,-24.19228835509984,-0.4208651432190356,1.7889717661653075
-4.998699996122358,-30.66647476039577,-0.465807921196311,14.701462876434288
-12.723881913974287,-33.829959249094884,-0.4559389158906378,29.171200226303643
-25.1514814625583,-34.66248809629906,-0.2863029584933389,3.7864722453625568
-39.65084089787345,-35.68944501273373,-0.910285916188096,3.3489142397946945
-50.05821237590281,-39.550632057284005,-2.0041942419975256,9.794057468219147
-45.86325684350295,-49.46008995212691,-2.3213108890185703,0.7692064688053541
-19.1268357585028,-71.86965519573727,-2.052268910198407,9.565281589404814
